ID,Company,TypeName,Inches,resolution_width,resolution_height,TouchScreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory_Type,primary_memory,secondary_memory,Gpu_brand,OpSys,Weight,Price
222,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,AMD,Windows,1,67612
223,Asus,Notebook,15.6,1366,768,0,Intel,"Core i3",2.40,4,HDD,1024,0,Intel,Windows,2,21258
224,HP,Notebook,15.6,1366,768,0,AMD,"E-Series 9000e",1.50,4,HDD,500,0,AMD,Windows,2,17582
225,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,3,79867
226,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,45768
227,Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,36710
228,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,16,SSD,256,0,AMD,Linux,2,47899
229,Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Linux,2,20779
230,Asus,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.50,4,hybrid,128,1024,AMD,Windows,2,30636
231,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.90,32,hybrid,512,1024,Nvidia,Windows,4,207259
232,Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,45075
233,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,8,SSD,128,0,Intel,Windows,7,31382
234,Asus,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,1024,Nvidia,Windows,2,61006
235,Asus,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.70,8,hybrid,128,1024,Nvidia,N/A,2,47366
236,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,46833
237,Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,57489
238,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,2048,AMD,Windows,2,52481
239,HP,Notebook,15.6,1366,768,1,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,29784
240,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.90,16,SSD,256,0,Nvidia,Windows,3,159787
241,HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",1.60,4,HDD,500,0,Intel,Windows,1,35964
242,Apple,Ultrabook,13.3,2560,1600,0,Intel,"Core i5",3.10,8,SSD,512,0,Intel,Mac,1,108691
243,Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",1.80,8,HDD,1024,0,Intel,Windows,2,43636
244,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,4,95851
245,Asus,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.00,4,HDD,1024,0,AMD,Windows,1,24988
246,Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",1.80,8,SSD,512,0,Intel,Windows,1,98515
247,Acer,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.70,4,SSD,256,0,Nvidia,Windows,3,37403
248,Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,50563
249,HP,Notebook,15.6,1366,768,0,AMD,"A6-Series A6-9220",2.50,8,SSD,128,0,AMD,Windows,1,23758
250,HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,16,HDD,1024,0,Nvidia,Windows,2,56424
251,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,512,1024,Nvidia,Windows,4,133147
252,Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia,Windows,2,90523
253,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,1024,AMD,Windows,2,60846
254,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,SSD,256,0,Intel,N/A,2,23656
255,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,HDD,500,0,Intel,Windows,2,38468
256,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,HDD,1024,0,Intel,Windows,2,35005
257,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,AMD,Windows,2,30103
258,Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,2,42571
259,Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.80,8,SSD,512,512,Intel,Windows,4,79867
260,HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,8,HDD,1024,0,Nvidia,Windows,2,54239
261,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,Intel,Windows,2,46886
262,Apple,Ultrabook,13.3,2560,1600,0,Intel,"Core i5",2.90,8,SSD,512,0,Intel,Mac,1,104370
263,Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.00,16,hybrid,256,1024,AMD,Windows,3,82531
264,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,AMD,Linux,2,39165
265,Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7",2.60,16,SSD,512,0,Intel,Windows,1,133147
266,Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i7",2.50,8,HDD,500,0,Nvidia,Windows,2,43263
267,Dell,Notebook,15.6,1366,768,0,Intel,"Core i7",2.70,12,HDD,1024,0,Intel,Windows,2,37992
268,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,1024,AMD,Linux,2,58555
269,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,HDD,1024,0,Nvidia,Windows,2,39694
270,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Windows,2,26054
271,Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.80,8,HDD,2048,0,Nvidia,N/A,2,45235
272,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i7",2.70,6,hybrid,128,1024,Nvidia,Windows,2,45768
273,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Linux,2,22804
274,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,44169
275,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,6,SSD,256,0,Intel,Windows,2,30849
276,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,Nvidia,Windows,3,50669
277,Acer,Notebook,15.6,1920,1080,1,Intel,"Core i7",2.70,12,HDD,1024,0,Intel,Windows,2,35112
278,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,58448
279,Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,1,52055
280,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,62817
281,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,Nvidia,N/A,2,35112
282,Acer,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.50,2,SSD,16,0,Intel,Others,2,10603
283,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Windows,3,63243
284,HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.00,8,HDD,1024,0,Intel,Windows,2,26054
285,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,2,97449
286,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,2,39374
287,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Windows,3,69211
288,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Linux,2,52161
289,Dell,Workstation,17.3,1920,1080,0,Intel,"Core i7",2.90,16,SSD,256,0,Nvidia,Windows,3,153705
290,Lenovo,Notebook,15.6,1920,1080,0,AMD,"A10-Series 9600P",2.40,6,HDD,1024,0,AMD,Windows,2,26587
291,Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia,Windows,1,78215
292,Asus,Notebook,14,1366,768,0,Intel,"Core i3",2.40,4,SSD,128,0,Intel,Windows,1,27120
293,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,113060
294,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.50,6,HDD,1024,0,Nvidia,Windows,5,34579
295,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,HDD,2048,0,Nvidia,N/A,2,29251
296,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,67399
297,Lenovo,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,1024,0,Intel,N/A,2,19180
298,HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.80,16,SSD,256,0,Intel,Windows,1,105228
299,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.50,8,SSD,256,0,Nvidia,Windows,2,55571
300,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,43636
301,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Windows,1,24988
302,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,53227
303,Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i7",1.80,16,SSD,1024,0,Intel,Windows,1,133147
304,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,111835
305,Acer,Notebook,15.6,1920,1080,0,AMD,"A8-Series 7410",2.20,8,SSD,256,0,AMD,Windows,2,24988
306,Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel,Windows,1,14652
307,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,hybrid,128,1024,AMD,Windows,2,44968
308,HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7",1.80,16,SSD,1024,0,Intel,Windows,1,130483
309,Lenovo,Notebook,13.3,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel,Others,1,24503
310,HP,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,52214
311,Acer,Notebook,11.6,1366,768,0,Intel,"Pentium Quad",1.60,4,"Flash Storage",128,0,Intel,Windows,1,25841
312,HP,Notebook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,68838
313,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.50,4,HDD,1024,0,Nvidia,Windows,2,31382
314,Asus,Notebook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,2,58288
315,HP,Notebook,15.6,1366,768,0,Intel,"Core i7",1.80,8,HDD,1024,0,Intel,Windows,2,48059
316,Acer,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",2.70,8,SSD,256,0,AMD,Windows,2,35112
317,Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,15558
318,Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,6,HDD,1024,0,Intel,Windows,8,29251
319,Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia,Windows,1,55939
320,HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,71129
321,Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7",2.80,32,SSD,1024,0,Nvidia,Windows,2,140606
322,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,256,1024,Nvidia,Windows,2,63883
323,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,50243
324,Asus,Notebook,14,1920,1080,0,Intel,"Core i7",2.70,8,hybrid,256,1024,Intel,Windows,2,71076
325,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Windows,1,23923
326,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,2,53227
327,HP,Notebook,14,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,67559
328,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,60952
329,Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,1024,0,Intel,Linux,2,14651
330,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,Nvidia,Windows,2,60886
331,Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel,Linux,2,14647
332,Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.60,12,HDD,2048,0,AMD,Windows,2,47899
333,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.40,8,HDD,1024,0,Nvidia,Windows,2,38148
334,Lenovo,"2 in 1 Convertible",13.9,3840,2160,1,Intel,"Core i7",1.80,16,SSD,512,0,Intel,Windows,1,111835
335,Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,Intel,Windows,1,84129
336,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,2048,Nvidia,Windows,2,60153
337,HP,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel,Windows,1,14865
338,Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",1.90,16,SSD,512,256,Intel,Windows,1,85672
339,Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,19980
340,Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,HDD,1024,0,AMD,Windows,0,35325
341,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,69477
342,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,75072
343,HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,2,92615
344,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.50,16,SSD,512,0,Nvidia,Windows,2,74752
345,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,2048,AMD,Windows,2,51730
346,Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,1024,0,Intel,N/A,2,17156
347,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Windows,2,53227
348,Dell,Notebook,15.6,1366,768,1,Intel,"Core i5",2.50,8,HDD,2048,0,Intel,Windows,2,29697
349,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,76031
350,HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,1,23390
351,Asus,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,50350
352,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.50,6,hybrid,128,1024,Nvidia,Windows,2,38308
353,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,1,34046
354,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,8,SSD,256,0,Nvidia,N/A,2,26587
355,HP,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.60,8,HDD,2048,0,Intel,Windows,2,20726
356,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5",1.60,8,hybrid,128,1024,AMD,Windows,2,57809
357,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,N/A,2,43104
358,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,AMD,Windows,2,47899
359,HP,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,93240
360,Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.70,12,hybrid,512,2048,Nvidia,Windows,2,58555
361,Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.00,4,SSD,128,0,AMD,Windows,2,22697
362,Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.00,16,hybrid,256,1024,AMD,Windows,3,117163
363,Lenovo,Notebook,17.3,1600,900,0,AMD,"A8-Series 7410",2.20,4,SSD,128,0,AMD,Windows,2,26054
364,Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.80,8,SSD,256,0,Intel,Windows,1,46301
365,HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.00,4,SSD,256,0,AMD,Windows,1,26053
366,Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Quad",1.10,4,SSD,128,0,Intel,Windows,1,29464
367,Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel,Windows,1,16464
368,Asus,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,15238
369,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Linux,2,45075
370,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,3,63456
371,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,N/A,1,21498
372,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,88178
373,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,1,58555
374,Asus,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,93181
375,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,121585
376,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.40,4,SSD,128,0,Intel,Windows,1,29251
377,Dell,Workstation,15.6,1920,1080,0,Intel,"Core i5",2.60,8,HDD,500,0,AMD,Windows,2,72940
378,Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia,Windows,2,113753
379,Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,133680
380,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Windows,3,55358
381,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,3,84768
382,Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",1.60,12,HDD,1024,0,Nvidia,Windows,2,36976
383,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,2,71875
384,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,AMD,Linux,2,41498
385,HP,Ultrabook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.00,4,SSD,256,0,AMD,Windows,1,26587
386,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,AMD,Windows,2,65511
387,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,49977
388,Dell,Workstation,15.6,3840,2160,1,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,1,144495
389,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.70,16,SSD,1024,0,Intel,Windows,1,139860
390,Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,1024,0,Intel,Windows,2,16304
391,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,81465
392,Lenovo,Notebook,25.6,1920,1080,0,Intel,"Core i5",1.60,8,hybrid,256,1024,AMD,Windows,2,60979
393,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Linux,2,46833
394,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,119827
395,Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,99793
396,Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.50,16,SSD,512,0,Intel,Windows,1,93080
397,Dell,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.80,8,SSD,512,0,Intel,Windows,1,89510
398,Lenovo,Notebook,35.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,2,21792
399,Lenovo,Notebook,11.6,1366,768,0,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel,Windows,1,16221
400,Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia,Windows,2,102564
401,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia,Windows,1,103523
402,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Windows,2,24988
403,Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.50,8,SSD,256,0,Intel,Windows,1,42038
404,Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,49444
405,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,SSD,256,0,AMD,Linux,2,31909
406,Dell,Notebook,13.3,1366,768,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Windows,1,36710
407,HP,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.50,8,SSD,256,0,Intel,Windows,1,79920
408,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,28769
409,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,AMD,Windows,1,64755
410,Lenovo,"2 in 1 Convertible",15.6,3840,2160,1,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia,Windows,2,101179
411,Chuwi,Notebook,12.3,2736,1824,0,Intel,"Celeron Quad",1.10,6,"Flash Storage",64,0,Intel,Windows,1,23923
412,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.90,8,SSD,256,0,Intel,Windows,2,76031
413,Asus,Notebook,35.6,1920,1080,0,Intel,"Core i3",2.40,8,HDD,1024,0,Nvidia,Linux,2,31808
414,Dell,Gaming,27.3,2560,1440,0,Intel,"Core i7",2.90,16,hybrid,256,1024,Nvidia,Windows,4,149131
415,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,61752
416,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,256,2048,AMD,Windows,2,60867
417,Dell,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Intel,Linux,1,58555
418,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,12,hybrid,256,1024,Nvidia,Windows,3,106507
419,Mediacom,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual",1.10,4,SSD,32,0,Intel,Windows,1,15931
420,Samsung,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel,Others,1,14332
421,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,53813
422,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i3",2.70,4,SSD,128,0,Intel,Windows,1,31915
423,Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia,Windows,2,130270
424,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.90,16,SSD,512,0,Nvidia,Windows,2,130483
425,Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1600",3.20,8,hybrid,256,1024,AMD,Windows,3,90310
426,HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel,Windows,2,18488
427,Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i7",1.30,16,SSD,512,0,Intel,Others,1,117163
428,Lenovo,Ultrabook,24,2560,1440,0,Intel,"Core i7",2.70,24,SSD,512,0,Intel,Windows,1,126913
429,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Linux,2,29784
430,Lenovo,Notebook,17.3,1600,900,0,AMD,"A6-Series 9220",2.50,8,HDD,1024,0,AMD,Windows,2,27652
431,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,SSD,256,0,AMD,Windows,2,39907
432,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,76137
433,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.10,4,SSD,128,0,Intel,Windows,2,18595
434,HP,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,58555
435,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.80,8,SSD,256,0,Nvidia,Windows,1,62817
436,Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Linux,2,23539
437,Dell,Workstation,15.6,1920,1080,0,Intel,"Xeon E3-1505M",3.00,8,hybrid,64,1024,Nvidia,Windows,2,106187
438,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,54758
439,Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7",2.50,16,SSD,512,0,Intel,Windows,1,137942
440,HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,SSD,128,0,Intel,Windows,1,31382
441,Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.70,16,SSD,256,0,Nvidia,Windows,2,105228
